id,name,path,parent_path,mimeType,size,fileExtension,md5Checksum,width,height,durationMillis,createdTime,modifiedTime
1XI0FrenJqgd41u5AuqXMxZLabxnnM5_D,CC_DE_DE_VID_LIMITE_ALTO_NH_002.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/FEED/DE/01_READY/CC_DE_DE_VID_LIMITE_ALTO_NH_002.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/FEED/DE/01_READY,video/mp4,3879936,mp4,de00c0b56eb7bc0253988c30c6ca7b89,,,,2026-06-14T16:11:15.871Z,2026-06-15T23:55:53.981Z
1WmbREzDDlvpuMgkV4ynRDG5OCAFmmMq4,CC_DE_DE_VID_LIMITE_ALTO_NH_003.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/FEED/DE/01_READY/CC_DE_DE_VID_LIMITE_ALTO_NH_003.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/FEED/DE/01_READY,video/mp4,3756116,mp4,ba2037123abc3d972a338b927845c9f8,,,,2026-06-14T16:11:19.738Z,2026-06-15T23:55:55.048Z
1C5_oqqb1itLVbAn1W_GvcMZzbP6HtvKb,CC_DE_DE_VID_LIMITE_ALTO_NH_004.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/FEED/DE/01_READY/CC_DE_DE_VID_LIMITE_ALTO_NH_004.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/FEED/DE/01_READY,video/mp4,5630279,mp4,c21e90c10f69c494bdcc88c875a06fbc,,,,2026-06-14T16:11:23.988Z,2026-06-15T23:55:56.251Z
1ElxMt7Nm3S-ykBxCwmG9K2OM8ZcMui-r,CC_DE_DE_VID_APROBACION_NV_001.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY/CC_DE_DE_VID_APROBACION_NV_001.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY,video/mp4,845200,mp4,0388de646452715820cac3fea354ecc9,,,,2026-06-14T16:10:46.946Z,2026-06-15T23:55:58.390Z
1E0bVxsyTxMPp9QjiIXEjJlsgbBCNQ_eC,CC_DE_DE_VID_APROBACION_NV_002.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY/CC_DE_DE_VID_APROBACION_NV_002.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY,video/mp4,900876,mp4,3014e5391174f39867aaf3d125537d64,,,,2026-06-14T16:10:50.615Z,2026-06-15T23:56:00.210Z
1Uy3wxjLeDtborbAh7ifI9Up5ld-XsXvW,CC_DE_DE_VID_APROBACION_NV_003.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY/CC_DE_DE_VID_APROBACION_NV_003.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY,video/mp4,871677,mp4,eaa9c7a898101441c4823e7aa20e41dc,,,,2026-06-14T16:10:54.749Z,2026-06-15T23:56:01.251Z
1nl_Y6RpbyC84TlZkb1DUpFG1kreFViGs,CC_DE_DE_VID_APROBACION_NV_004.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY/CC_DE_DE_VID_APROBACION_NV_004.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY,video/mp4,891529,mp4,b1f00306fa39dabd2f5163fb57861817,,,,2026-06-14T16:10:58.439Z,2026-06-15T23:56:02.296Z
18RcMJKhKjITz0kfJIy6Eytg3wYPdbbZJ,CC_DE_DE_VID_APROBACION_NV_005.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY/CC_DE_DE_VID_APROBACION_NV_005.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY,video/mp4,728258,mp4,9cba2821a6ba353f8b4a878dc9e2340f,,,,2026-06-14T16:11:02.114Z,2026-06-15T23:56:03.260Z
1tFNUG3YqCCIS-St28fCBdp3pwOXyWBeS,CC_DE_DE_VID_APROBACION_NV_006.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY/CC_DE_DE_VID_APROBACION_NV_006.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY,video/mp4,865539,mp4,6f9ba2c8e9a94ea10d43e0866aeca78b,,,,2026-06-14T16:15:11.996Z,2026-06-15T23:56:04.181Z
1PqLDERHyAiKzSqxv4Hla6VKAQGD9Qid0,CC_DE_DE_VID_APROBACION_NV_007.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY/CC_DE_DE_VID_APROBACION_NV_007.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY,video/mp4,859925,mp4,8767c7d4e3ac576acaba3e17a0ff467d,,,,2026-06-14T16:15:15.671Z,2026-06-15T23:56:05.607Z
1hFQcGRLxIMX2YI-LXAWnHhJrjK5j1MWJ,CC_DE_DE_VID_APROBACION_NV_008.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY/CC_DE_DE_VID_APROBACION_NV_008.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY,video/mp4,887886,mp4,1ad1e754d61e6aea9b904edd84952e8e,,,,2026-06-14T16:15:29.833Z,2026-06-15T23:56:06.722Z
1A5dRv6uPwC9ZYDzShTvRg-nCGCUdrmds,CC_DE_DE_VID_APROBACION_NV_009.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY/CC_DE_DE_VID_APROBACION_NV_009.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY,video/mp4,960232,mp4,e78bb73b7ce0023a7cbf86e68a76f826,,,,2026-06-14T16:15:37.455Z,2026-06-15T23:56:07.631Z
1GNEwMEdimEmC5VO4IFyBbni1HC1_BB4v,CC_DE_DE_VID_APROBACION_NV_010.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY/CC_DE_DE_VID_APROBACION_NV_010.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY,video/mp4,947377,mp4,bed6b4d0a33957cb410b1cbd497056b5,,,,2026-06-14T16:15:58.435Z,2026-06-15T23:56:08.632Z
1-YiFboOkL0oj5-qyqy4i-NG7ub6xh7MD,CC_DE_DE_VID_APROBACION_NV_011.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY/CC_DE_DE_VID_APROBACION_NV_011.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY,video/mp4,974018,mp4,5f9a53cd5f9ead99063bbb30f1c3639b,,,,2026-06-14T16:16:06.144Z,2026-06-15T23:56:09.577Z
1BhPi8z5nSxANYl_shAq_1RqcLILxJBUB,CC_DE_DE_VID_APROBACION_NV_012.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY/CC_DE_DE_VID_APROBACION_NV_012.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY,video/mp4,843700,mp4,a5c7ef2004c2b2ec5e97e7cd87e52822,,,,2026-06-14T16:16:02.213Z,2026-06-15T23:56:10.384Z
1EvlTcGvuMV2cwn4B43oB9hFip_qAvYE8,CC_DE_DE_VID_APROBACION_NV_013.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY/CC_DE_DE_VID_APROBACION_NV_013.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY,video/mp4,571016,mp4,242fbbc645deb3ec35d23bb7608b8501,,,,2026-06-14T16:17:33.062Z,2026-06-15T23:56:11.322Z
1QrjJEwITNDlgDcFHPKQIrPX8xze6OIUg,CC_DE_DE_VID_APROBACION_NV_014.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY/CC_DE_DE_VID_APROBACION_NV_014.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY,video/mp4,750018,mp4,006a7e84ad5fc122493d3aeb58195e57,,,,2026-06-14T16:17:58.385Z,2026-06-15T23:56:12.257Z
1IpwpS3g87KWTws2TTUBRv8bZAdIibkY_,CC_DE_DE_VID_APROBACION_NV_015.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY/CC_DE_DE_VID_APROBACION_NV_015.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY,video/mp4,700881,mp4,9b6cc5b9f481a4e2cdc0873f63f4265e,,,,2026-06-14T16:18:02.029Z,2026-06-15T23:56:13.278Z
1xs9XWX9cbNLZoucfSix9x763uy6rlLlQ,CC_DE_DE_VID_APROBACION_NV_016.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY/CC_DE_DE_VID_APROBACION_NV_016.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY,video/mp4,582751,mp4,24b5aefde3eb3f8f0343b7913a5c22c1,,,,2026-06-14T16:18:05.644Z,2026-06-15T23:56:14.401Z
1YiNo4RTFOH0xXd-lPVYHtjbhci3qN2xE,CC_DE_DE_VID_APROBACION_NV_017.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY/CC_DE_DE_VID_APROBACION_NV_017.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY,video/mp4,938825,mp4,7190275831583c8030bafc7ad43dc6c9,,,,2026-06-14T16:18:47.507Z,2026-06-15T23:56:15.308Z
1MlixyFm-x7KfmrAP-xnUTsRij92MWufy,CC_DE_DE_VID_APROBACION_NV_018.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY/CC_DE_DE_VID_APROBACION_NV_018.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY,video/mp4,1099507,mp4,39c4837d2219bf8fa539c156c3685d32,,,,2026-06-14T16:18:54.640Z,2026-06-15T23:56:16.216Z
1U9XwwqeKYfPx7_SHwZpHrPYdF2Eow459,CC_DE_DE_VID_APROBACION_NV_019.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY/CC_DE_DE_VID_APROBACION_NV_019.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY,video/mp4,882542,mp4,883b59312f9961c1023bf5b05e718b79,,,,2026-06-14T16:18:58.042Z,2026-06-15T23:56:17.160Z
1IvYP0k6089WkTUvSfkhs5tz7hDRsHSy-,CC_DE_DE_VID_APROBACION_PV_001.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY/CC_DE_DE_VID_APROBACION_PV_001.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY,video/mp4,8278985,mp4,da66795587fdbb384bbf9a3e70f869d4,,,,2026-06-14T16:15:45.701Z,2026-06-15T23:56:18.469Z
1_HTXch4zaZVW8rJuXHFqU1te-5g4IoK6,CC_DE_DE_VID_APROBACION_PV_002.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY/CC_DE_DE_VID_APROBACION_PV_002.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY,video/mp4,12279958,mp4,9a0bfb1cbda220de5cfc807d9c6bcb9d,,,,2026-06-14T16:16:10.317Z,2026-06-15T23:56:19.430Z
1kETd1dHbzFWZEpIRt8zDn3esbc9UTNPg,CC_DE_DE_VID_APROBACION_PV_003.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY/CC_DE_DE_VID_APROBACION_PV_003.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY,video/mp4,7550740,mp4,2f5233fadf435a7d32d04161bedf948c,,,,2026-06-14T16:16:14.660Z,2026-06-15T23:56:20.244Z
16z4TvHX1x8mpF5kl9zlScXM0DZo6ZY6L,CC_DE_DE_VID_APROBACION_PV_004.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY/CC_DE_DE_VID_APROBACION_PV_004.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY,video/mp4,1521643,mp4,1846f445e95efff91afaebf5352c5815,,,,2026-06-14T16:19:07.204Z,2026-06-15T23:56:21.118Z
1fFdHr3rhLAoouPdDGKeZKOx9YQmzB814,CC_DE_DE_VID_APROBACION_PV_005.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY/CC_DE_DE_VID_APROBACION_PV_005.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY,video/mp4,1195302,mp4,f740f9186151b124227d6351c0464d72,,,,2026-06-14T16:21:01.578Z,2026-06-15T23:56:22.119Z
1JS_-6O-gRuddaAbFSIlEpk_PX0rP2KNo,CC_DE_DE_VID_APROBACION_PV_006.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY/CC_DE_DE_VID_APROBACION_PV_006.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY,video/mp4,9005418,mp4,ee2252561e19e1c78ee07f1ba3db49d2,,,,2026-06-14T16:21:28.664Z,2026-06-15T23:56:23.069Z
1XX0TqamAJhieSKkI-kaXmblA63IaSeUH,CC_DE_DE_VID_APROBACION_PV_007.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY/CC_DE_DE_VID_APROBACION_PV_007.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY,video/mp4,10502696,mp4,c8802d3b4bd719a707c18714284e82eb,,,,2026-06-14T16:21:32.889Z,2026-06-15T23:56:23.939Z
1LRC2hqH-WNPwZgHGU2cCcGaz6jjqceUG,CC_DE_DE_VID_APROBACION_PV_008.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY/CC_DE_DE_VID_APROBACION_PV_008.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY,video/mp4,10966705,mp4,0018c262b9be00684b2cf419934103c8,,,,2026-06-14T16:21:37.457Z,2026-06-15T23:56:24.837Z
1959GvdoWyMt7sYS2wuxldFdnpCxOypzu,CC_DE_DE_VID_APROBACION_PV_009.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY/CC_DE_DE_VID_APROBACION_PV_009.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY,video/mp4,10057911,mp4,16285c4ff12989772b118084235b8743,,,,2026-06-14T16:21:41.867Z,2026-06-15T23:56:25.851Z
1ffIkDo2MnC4M1qf-L1oz3p8kJhUwHD10,CC_DE_DE_VID_APROBACION_PV_010.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY/CC_DE_DE_VID_APROBACION_PV_010.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY,video/mp4,8844135,mp4,97a023714475fe168947c7c8fd5eae0d,,,,2026-06-14T16:21:46.218Z,2026-06-15T23:56:26.762Z
11BLV_APnW2axIkggYl6NzahafUyin2iM,CC_DE_DE_VID_APROBACION_PV_011.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY/CC_DE_DE_VID_APROBACION_PV_011.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY,video/mp4,8924967,mp4,81ceb30f364a3a0dade94f073b619c88,,,,2026-06-14T16:52:51.498Z,2026-06-15T23:56:27.779Z
1mWxlXeNAbnwcBbIQ3Tu9CeNns57OArOf,CC_DE_DE_VID_APROBACION_PV_012.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY/CC_DE_DE_VID_APROBACION_PV_012.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY,video/mp4,10124167,mp4,64a4a0fb3bc9108ee619912c42c62e1a,,,,2026-06-14T16:21:05.947Z,2026-06-15T23:56:28.706Z
1sbZt7d6nWgG19nqQv0fPkwuImRWaCAec,CC_DE_DE_VID_APROBACION_PV_013.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY/CC_DE_DE_VID_APROBACION_PV_013.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY,video/mp4,9052984,mp4,29c563692164001dabb6023ddde4b7e7,,,,2026-06-14T16:21:11.125Z,2026-06-15T23:56:29.636Z
1mPloUQBA9ZM3meRNF_RArApL2AKPxIej,CC_DE_DE_VID_APROBACION_PV_014.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY/CC_DE_DE_VID_APROBACION_PV_014.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY,video/mp4,9340625,mp4,087467f2d8b5ffd8f5e0cd996ca8f40e,,,,2026-06-14T16:21:15.749Z,2026-06-15T23:56:30.533Z
1oFwMf9qTRBwDt_wcIRrxPbarYMb69w6S,CC_DE_DE_VID_APROBACION_PV_015.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY/CC_DE_DE_VID_APROBACION_PV_015.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY,video/mp4,7990331,mp4,d5cc5269b253772108fa96bc8c56f90d,,,,2026-06-14T16:21:19.717Z,2026-06-15T23:56:31.420Z
1sbL58yZ7Qrh9VUsGKnr064cFXp4-K7sl,CC_DE_DE_VID_APROBACION_PV_016.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY/CC_DE_DE_VID_APROBACION_PV_016.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY,video/mp4,9535320,mp4,2d72ff0d59e00dce4a982a3559418f2a,,,,2026-06-14T16:21:24.017Z,2026-06-15T23:56:32.618Z
1PfPzJUJpubjHXhdCDNmjghYszURUVEqr,CC_DE_DE_VID_APROBACION_PV_017.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY/CC_DE_DE_VID_APROBACION_PV_017.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY,video/mp4,1742257,mp4,11d2ef4c9bd38cd286c9e894b1294223,,,,2026-06-14T16:52:17.099Z,2026-06-15T23:56:33.540Z
1lSB61NO0zhSw_cyV2qV1mf7RAPu2c1aI,CC_DE_DE_VID_APROBACION_PV_018.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY/CC_DE_DE_VID_APROBACION_PV_018.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY,video/mp4,1906321,mp4,5de716b3d58580ec5085eed1a1d8b43b,,,,2026-06-14T16:52:20.867Z,2026-06-15T23:56:34.530Z
1rMeC_2ZCj-FPJnfUObAW8s7Ikqz44NIr,CC_DE_DE_VID_APROBACION_PV_019.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY/CC_DE_DE_VID_APROBACION_PV_019.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY,video/mp4,1710815,mp4,84deadb33c0639e4db8d7c84cc284369,,,,2026-06-14T16:52:24.534Z,2026-06-15T23:56:35.374Z
1-iOqhcbhUs2Ajq_8ZX1Ki2cRs3xxrTub,CC_DE_DE_VID_LIMITE_ALTO_NV_001.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY/CC_DE_DE_VID_LIMITE_ALTO_NV_001.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY,video/mp4,4679649,mp4,a873f13c3e6694b82ad0ac920d1029de,,,,2026-06-14T16:21:50.430Z,2026-06-15T23:56:36.251Z
1c6xHPeTjIsD8uzrKxRwsy8eM_XWuyWtx,CC_DE_DE_VID_LIMITE_ALTO_NV_002.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY/CC_DE_DE_VID_LIMITE_ALTO_NV_002.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY,video/mp4,4286513,mp4,8a56e9ee048454389a6bd4d2b8321213,,,,2026-06-14T16:21:54.165Z,2026-06-15T23:56:37.143Z
1-NfbrE8fWDUSEhTLhBuQSBJN55yPI_Mz,CC_DE_DE_VID_LIMITE_ALTO_NV_003.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY/CC_DE_DE_VID_LIMITE_ALTO_NV_003.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY,video/mp4,540972,mp4,dbd8f50d5d9e8b76e5f906281c09e3a2,,,,2026-06-14T16:21:57.823Z,2026-06-15T23:56:38.264Z
1X0Y2iSHQAyntoc5NJBqo6XlEZWbwxHyU,CC_DE_DE_VID_LIMITE_ALTO_NV_004.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY/CC_DE_DE_VID_LIMITE_ALTO_NV_004.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY,video/mp4,601633,mp4,a6d11c36e3fb59a100337b463a2d7dbe,,,,2026-06-14T16:22:01.398Z,2026-06-15T23:56:39.092Z
1CdbVMCNkrE5Ztpn9gdkrI2Opixdt2NPa,CC_DE_DE_VID_LIMITE_ALTO_NV_005.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY/CC_DE_DE_VID_LIMITE_ALTO_NV_005.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY,video/mp4,631800,mp4,9d52d7b981b1661894b11cb50d8bc523,,,,2026-06-14T16:22:05.487Z,2026-06-15T23:56:39.985Z
16g7G-4UVF-UTO6kC1st936UXQAVWExqZ,CC_DE_DE_VID_LIMITE_ALTO_NV_006.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY/CC_DE_DE_VID_LIMITE_ALTO_NV_006.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY,video/mp4,902630,mp4,dc4831f0b053ebf476072c026792206e,,,,2026-06-14T16:22:09.257Z,2026-06-15T23:56:40.868Z
1T5_QtnV2UW5hXdNNDKaMAK1s4otcMivO,CC_DE_DE_VID_LIMITE_ALTO_NV_007.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY/CC_DE_DE_VID_LIMITE_ALTO_NV_007.mp4,MGS-CRIATIVOS/CC_DE_DE/VID/STORY/DE/01_READY,video/mp4,895053,mp4,dc111f78d5c78581b42c0045376a913a,,,,2026-06-14T16:22:12.940Z,2026-06-15T23:56:41.720Z
